,item_number,condition_answer,condition,condition_context,helpfulness,posterior,prior,helpfulness_mean,helpfulness_stdev,helpfulness_range,posterior_mean,posterior_stdev,posterior_range,prior_mean,prior_stdev,prior_range,kl,kl_exp,entropy_reduction,answer,context
285,7,exhaustive-answer,context-negative-bias answer-exhaustive-answer,negative-bias,"[1.0, 1.0, 0.9207000000000001]","[0.8499179542, 0.9248244209, 0.9024059928]","[0.1021059754, 0.5104991426000001, 0.10489090200000001]",0.9735666666666667,0.037382378498728774,0.07929999999999993,0.8923827893,0.03139100874105366,0.07490646670000001,0.23916534,0.191865340415396,0.4083931672000001,1.173148838585152,0.9328801215385215,0.20861156290625915,Last night Lauren was arrested for leaking classified information.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.
288,7,high-certainty,context-negative-bias answer-high-certainty,negative-bias,"[0.9292, 0.8135, 0.743]","[0.5052498928, 0.7987046736000001, 0.0524345456]","[0.1021059754, 0.5104991426000001, 0.10489090200000001]",0.8285666666666667,0.0767587707619715,0.18620000000000003,0.452129704,0.30697023941515333,0.746270128,0.23916534,0.191865340415396,0.4083931672000001,0.09753714688795362,0.2011543896118244,-0.13844110119528774,She was caught carrying a sensitive document outside the office.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.
291,7,low-certainty,context-negative-bias answer-low-certainty,negative-bias,"[0.1373, 0.26830000000000004, 0.1958]","[0.4982000043, 0.1936635351, 0.1000604066, 0.0959353492]","[0.1021059754, 0.5104991426000001, 0.10489090200000001]",0.20046666666666668,0.05358223171495899,0.13100000000000003,0.22196482380000002,0.16420334443059617,0.4022646551,0.23916534,0.191865340415396,0.4083931672000001,0.000841422666087964,0.0019355716483580032,0.020732373262831172,She has weekly meetings with her phone turned off.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.
294,7,non-answer,context-negative-bias answer-non-answer,negative-bias,"[0.0, 0.0, 0.0]","[0.22105385460000002, 0.1930812777, 0.0500348851]","[0.1021059754, 0.5104991426000001, 0.10489090200000001]",0.0,0.0,0.0,0.15472333913333333,0.07490158240662037,0.1710189695,0.23916534,0.191865340415396,0.4083931672000001,0.02408418941217945,0.053946252038553855,0.11930047033827784,Lauren had sushi for lunch.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.
297,7,reductive-answer,context-negative-bias answer-reductive-answer,negative-bias,"[0.5, 0.1444, 0.6197]","[0.1311710646, 0.0251502171, 0.029100862800000002]","[0.1021059754, 0.5104991426000001, 0.10489090200000001]",0.42136666666666667,0.20184965251944884,0.47530000000000006,0.0618073815,0.049074041340676576,0.1060208475,0.23916534,0.191865340415396,0.4083931672000001,0.16419765558255636,0.3148236811420758,0.3182040161612547,She's the mole if she leaves the country tomorrow.,You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. She seems completely loyal to the agency. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power.
300,7,exhaustive-answer,context-positive-bias answer-exhaustive-answer,positive-bias,"[1.0, 1.0, 1.0]","[0.830957704, 0.9413612659, 0.7801710628]","[0.91309448, 0.965539307, 0.6150946014]",1.0,0.0,0.0,0.8508300109000001,0.0672891860058789,0.16119020309999998,0.8312427961333334,0.15433220993390462,0.35044470559999996,0.0014603321909533173,0.0033568921301921906,0.032643473462281136,Last night Lauren was arrested for leaking classified information.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power."
303,7,high-certainty,context-positive-bias answer-high-certainty,positive-bias,"[1.0, 0.9654, 0.8235]","[0.1464230044, 0.9658216545, 0.8061033686]","[0.91309448, 0.965539307, 0.6150946014]",0.9296333333333333,0.07636536445856125,0.1765,0.6394493425,0.3546676474841671,0.8193986501,0.8312427961333334,0.15433220993390462,0.35044470559999996,0.0899314058017591,0.18704109201137453,-0.1998242477543919,She was caught carrying a sensitive document outside the office.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power."
306,7,low-certainty,context-positive-bias answer-low-certainty,positive-bias,"[0.6821, 0.4394, 0.0]","[0.7092552459, 0.4315395771, 0.5158970229000001, 0.8028284593]","[0.91309448, 0.965539307, 0.6150946014]",0.3738333333333334,0.28229930137277276,0.6821,0.6148800763000001,0.14802250742423928,0.3712888822,0.8312427961333334,0.15433220993390462,0.35044470559999996,0.11137476099201277,0.2262062117940511,-0.21260492221624117,She has weekly meetings with her phone turned off.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power."
309,7,non-answer,context-positive-bias answer-non-answer,positive-bias,"[0.0, 0.0, 0.0]","[0.6948368933, 0.6150946014, 0.9930794273]","[0.91309448, 0.965539307, 0.6150946014]",0.0,0.0,0.0,0.7676703073333333,0.16267895131716034,0.37798482589999993,0.8312427961333334,0.15433220993390462,0.35044470559999996,0.012183907344527997,0.027664610805097856,-0.08816593042631238,Lauren had sushi for lunch.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power."
312,7,reductive-answer,context-positive-bias answer-reductive-answer,positive-bias,"[0.7125, 0.8134, 0.6162000000000001]","[0.5944659543, 0.6094097061, 0.9555688684]","[0.91309448, 0.965539307, 0.6150946014]",0.7140333333333334,0.0805138635405246,0.19719999999999993,0.7198148429333333,0.16681486608866383,0.36110291409999995,0.8312427961333334,0.15433220993390462,0.35044470559999996,0.0340808834738416,0.07547402681349247,-0.13921798844234778,She's the mole if she leaves the country tomorrow.,"You and your colleague Lauren are CIA analysts. Lauren is a star employee with good credentials and a brilliant knack for puzzle solving. But lately you have noticed some suspicious things about her habits. She is almost always the last to leave, but one time when you stayed to work late, you noticed her talking to a shady figure in the parking lot. Another time, you could have sworn you saw her slip some documents into her bag before leaving---documents that are not supposed to leave the office. On Monday your boss told you confidentially that your department is under investigation because the director suspects that a mole is leaking information to a foreign power."
315,8,exhaustive-answer,context-low-bias answer-exhaustive-answer,low-bias,"[1.0, 1.0, 1.0]","[1.0, 0.9826500669, 0.9907352684]","[0.6948368933, 0.9090526794, 0.6353538494000001]",1.0,0.0,0.0,0.9911284451000001,0.007088534666708204,0.017349933099999992,0.7464144740333333,0.11753849727236848,0.27369882999999995,0.6385789018471992,0.7701623893542913,0.5154907315680661,Tony got Ethan The Joy of Cooking.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You wonder if it could be a cool new cookbook.
318,8,high-certainty,context-low-bias answer-high-certainty,low-bias,"[0.8415, 1.0, 0.586]","[0.9961832421000001, 0.9293886926, 0.9930794273]","[0.6948368933, 0.9090526794, 0.6353538494000001]",0.8091666666666666,0.1705541621369066,0.41400000000000003,0.9728837873333335,0.03078176804510972,0.06679454950000008,0.7464144740333333,0.11753849727236848,0.27369882999999995,0.3691204362430508,0.5725556668820132,0.4416697884648089,I saw Tony order a cookbook with gift-wrap.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You wonder if it could be a cool new cookbook.
321,8,low-certainty,context-low-bias answer-low-certainty,low-bias,"[0.6921, 0.7923, 0.8279000000000001]","[0.8571983958, 0.9402989383, 0.7889140202]","[0.6948368933, 0.9090526794, 0.6353538494000001]",0.7707666666666667,0.05749303339439388,0.13580000000000003,0.8621371181,0.06190122018454518,0.1513849181,0.7464144740333333,0.11753849727236848,0.27369882999999995,0.046962388471815136,0.10249348144001513,0.16517512571347676,Tony asked about cookbook recommendations the other day.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You wonder if it could be a cool new cookbook.
324,8,non-answer,context-low-bias answer-non-answer,low-bias,"[0.0, 0.0, 0.0]","[0.6018044265, 0.8423808486000001, 0.48290370330000004]","[0.6948368933, 0.9090526794, 0.6353538494000001]",0.0,0.0,0.0,0.6423629928000001,0.1495319419020408,0.3594771453,0.7464144740333333,0.11753849727236848,0.27369882999999995,0.02487021902475034,0.055656966204018166,-0.08580641110984999,Ethan's sister gave him fuzzy socks.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You wonder if it could be a cool new cookbook.
327,8,reductive-answer,context-low-bias answer-reductive-answer,low-bias,"[0.8099000000000001, 0.1904, 0.6232]","[0.9014401805000001, 0.8393667161, 0.7035683707]","[0.6948368933, 0.9090526794, 0.6353538494000001]",0.5411666666666667,0.25947660566781144,0.6195,0.8147917557666666,0.08262872698571819,0.19787180980000008,0.7464144740333333,0.11753849727236848,0.27369882999999995,0.014257355644519618,0.032295759023533877,0.08704028664978081,"If Tony knows Ethan likes to cook, then he got him a cookbook.",Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You wonder if it could be a cool new cookbook.
330,8,exhaustive-answer,context-negative-bias answer-exhaustive-answer,negative-bias,"[1.0, 1.0, 1.0]","[1.0, 0.0840079214, 1.0]","[0.014966766800000001, 0.9762286129000001, 0.0200954806]",1.0,0.0,0.0,0.6946693071333333,0.431802806860814,0.9159920786,0.3370969534333334,0.451939180661714,0.9612618461000001,0.2701614074851558,0.4631677568122671,0.02377754432444046,Tony got Ethan The Joy of Cooking.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan loves long fantasy novels.
333,8,high-certainty,context-negative-bias answer-high-certainty,negative-bias,"[0.9437000000000001, 1.0, 0.8371000000000001]","[0.4211667689, 0.8496025795000001, 0.5546286262]","[0.014966766800000001, 0.9762286129000001, 0.0200954806]",0.9269333333333334,0.0675521691402693,0.16289999999999993,0.6084659915333334,0.17900308634331027,0.4284358106000001,0.3370969534333334,0.451939180661714,0.9612618461000001,0.14997632423466953,0.2920156205707126,-0.030338224628573496,I saw Tony order a cookbook with gift-wrap.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan loves long fantasy novels.
336,8,low-certainty,context-negative-bias answer-low-certainty,negative-bias,"[0.8046000000000001, 0.5826, 0.6268]","[0.655494785, 0.7186546774, 0.811090504]","[0.014966766800000001, 0.9762286129000001, 0.0200954806]",0.6713333333333334,0.09594586436573957,0.2220000000000001,0.7284133221333334,0.0638953848257984,0.15559571900000002,0.3370969534333334,0.451939180661714,0.9612618461000001,0.33180726463543536,0.5342072383661967,0.05426049240530062,Tony asked about cookbook recommendations the other day.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan loves long fantasy novels.
339,8,non-answer,context-negative-bias answer-non-answer,negative-bias,"[0.0, 0.0, 0.0762]","[0.0034093471, 0.0630089419, 0.0297373366, 0.0572348341]","[0.014966766800000001, 0.9762286129000001, 0.0200954806]",0.025400000000000002,0.035921024484276615,0.0762,0.038347614925,0.023768295835933134,0.0595995948,0.3370969534333334,0.451939180661714,0.9612618461000001,0.4861242781285078,0.6735056111466781,0.476434351404303,Ethan's sister gave him fuzzy socks.,Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan loves long fantasy novels.
342,8,reductive-answer,context-negative-bias answer-reductive-answer,negative-bias,"[0.75, 0.0, 0.8944000000000001]","[0.7582454821, 0.6252544091000001, 0.1538846092]","[0.014966766800000001, 0.9762286129000001, 0.0200954806]",0.5481333333333334,0.3920463011204445,0.8944000000000001,0.5124615001333334,0.2592999503894856,0.6043608729,0.3370969534333334,0.451939180661714,0.9612618461000001,0.062488502734106,0.13401275128793477,-0.053745470883755364,"If Tony knows Ethan likes to cook, then he got him a cookbook.",Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan loves long fantasy novels.
345,8,exhaustive-answer,context-positive-bias answer-exhaustive-answer,positive-bias,"[1.0, 0.9507000000000001, 0.9648]","[0.9871251451, 0.9913037257, 0.9982925924]","[0.7043829051, 0.7139674395000001, 0.7507262795]",0.9718333333333334,0.02073199352584199,0.0492999999999999,0.9922404877333334,0.004606959382636248,0.011167447299999966,0.7230255413666667,0.019974383507630075,0.046343374400000026,0.7613325641830465,0.8267523167158544,0.5446415312780117,Tony got Ethan The Joy of Cooking.,"Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan is really into cooking, so the first possibility that comes to your mind is that Tony got him a cookbook."
348,8,high-certainty,context-positive-bias answer-high-certainty,positive-bias,"[0.9387000000000001, 0.9275, 0.781]","[0.9544957265, 0.9664394737, 0.9891303911]","[0.7043829051, 0.7139674395000001, 0.7507262795]",0.8824000000000001,0.07184627107001913,0.15770000000000006,0.9700218637666668,0.014364658875887882,0.034634664599999976,0.7230255413666667,0.019974383507630075,0.046343374400000026,0.40336233755035356,0.6049631018946036,0.4554068969894438,I saw Tony order a cookbook with gift-wrap.,"Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan is really into cooking, so the first possibility that comes to your mind is that Tony got him a cookbook."
351,8,low-certainty,context-positive-bias answer-low-certainty,positive-bias,"[0.9648, 0.8686, 1.0]","[0.7686813425, 0.9344977631, 0.7284804755000001]","[0.7043829051, 0.7139674395000001, 0.7507262795]",0.9444666666666667,0.05553721475031152,0.13139999999999996,0.8105531937,0.08916546281941784,0.20601728759999993,0.7230255413666667,0.019974383507630075,0.046343374400000026,0.02257773291894692,0.05065893539209765,0.10465322314274561,Tony asked about cookbook recommendations the other day.,"Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan is really into cooking, so the first possibility that comes to your mind is that Tony got him a cookbook."
354,8,non-answer,context-positive-bias answer-non-answer,positive-bias,"[0.0, 0.0, 0.0]","[0.9795846520000001, 0.7139674395000001, 0.5003000000000001, 0.8230499833]","[0.7043829051, 0.7139674395000001, 0.7507262795]",0.0,0.0,0.0,0.7542255187,0.1743720360874568,0.47928465200000003,0.7230255413666667,0.019974383507630075,0.046343374400000026,0.0025559059817805777,0.005867907198918165,0.0324279124665966,Ethan's sister gave him fuzzy socks.,"Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan is really into cooking, so the first possibility that comes to your mind is that Tony got him a cookbook."
357,8,reductive-answer,context-positive-bias answer-reductive-answer,positive-bias,"[0.614, 0.7939, 0.5]","[0.8050530701, 0.9272377565000001, 0.9911711842]","[0.7043829051, 0.7139674395000001, 0.7507262795]",0.6359666666666667,0.12098540775188095,0.29390000000000005,0.9078206702666667,0.07721293297274183,0.1861181141,0.7230255413666667,0.019974383507630075,0.046343374400000026,0.14016207352514756,0.27583434035260135,0.28252184709562034,"If Tony knows Ethan likes to cook, then he got him a cookbook.","Tony got Ethan a book-shaped birthday gift. The book looks big and is probably a hardcover. You know that Ethan is really into cooking, so the first possibility that comes to your mind is that Tony got him a cookbook."
360,9,exhaustive-answer,context-low-bias answer-exhaustive-answer,low-bias,"[0.7861, 1.0, 1.0]","[0.9845839876, 0.9610123412, 1.0]","[0.9040646508, 0.8571983958, 0.9547491886]",0.9287000000000001,0.10083342699720167,0.21389999999999998,0.9818654429333332,0.01603230589580094,0.03898765879999999,0.9053374117333334,0.03983511210203212,0.09755079280000001,0.08296485533363784,0.173895201765928,0.22250710691914782,It's open all week.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. Since you recently moved to the neighborhood, you're not sure whether your favorite pizza place is open on Mondays."
363,9,high-certainty,context-low-bias answer-high-certainty,low-bias,"[1.0, 1.0, 1.0]","[0.9982925924, 0.6032691565, 0.9907014111]","[0.9040646508, 0.8571983958, 0.9547491886]",1.0,0.0,0.0,0.86408772,0.18445261145352035,0.3950234359,0.9053374117333334,0.03983511210203212,0.09755079280000001,0.00798038551825108,0.018207716301583687,-0.08427848064731591,Google maps says it's open on Monday.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. Since you recently moved to the neighborhood, you're not sure whether your favorite pizza place is open on Mondays."
366,9,low-certainty,context-low-bias answer-low-certainty,low-bias,"[0.1655, 0.7746000000000001, 0.6356]","[0.9930794273, 0.7549421167, 0.9856375379000001]","[0.9040646508, 0.8571983958, 0.9547491886]",0.5252333333333333,0.260622720080622,0.6091000000000001,0.9112196939666667,0.11054669087981088,0.23813731059999999,0.9053374117333334,0.03983511210203212,0.09755079280000001,0.00020973059519451172,0.0004828059537173024,0.013487864627415413,Most pizza places are open on Mondays.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. Since you recently moved to the neighborhood, you're not sure whether your favorite pizza place is open on Mondays."
369,9,non-answer,context-low-bias answer-non-answer,low-bias,"[0.0, 0.0724, 0.1131]","[0.91309448, 0.9566935106000001, 0.9795846520000001]","[0.9040646508, 0.8571983958, 0.9547491886]",0.06183333333333333,0.04677352052414082,0.1131,0.9497908808666667,0.027579829176096814,0.06649017200000007,0.9053374117333334,0.03983511210203212,0.09755079280000001,0.01663108751122181,0.03757053072796723,0.1140641196469544,Weekend hours are 10am to 10pm.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. Since you recently moved to the neighborhood, you're not sure whether your favorite pizza place is open on Mondays."
372,9,reductive-answer,context-low-bias answer-reductive-answer,low-bias,"[0.22540000000000002, 0.7113, 0.0246]","[0.5079496278, 1.0, 0.586071659]","[0.9040646508, 0.8571983958, 0.9547491886]",0.32043333333333335,0.28828541798402196,0.6867000000000001,0.6980070956,0.21590977848886184,0.49205037220000003,0.9053374117333334,0.03983511210203212,0.09755079280000001,0.12564212254158302,0.2512137213329826,-0.29934879944717707,"If it's closed on Sunday, then it's open on Monday.","After a rowdy Sunday night, you wake up with a burning desire for pizza. Since you recently moved to the neighborhood, you're not sure whether your favorite pizza place is open on Mondays."
375,9,exhaustive-answer,context-negative-bias answer-exhaustive-answer,negative-bias,"[1.0, 0.8286, 1.0]","[0.0590626992, 1.0, 0.5038999561]","[0.3148007954, 0.0134546067, 0.777472864]",0.9428666666666666,0.08079873486358283,0.1714,0.5209875517666668,0.3843260251864711,0.9409373008,0.3685760887,0.3142184070558333,0.7640182573000001,0.0468749635957533,0.10231279230506796,-0.03407246723011448,It's open all week.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed."
378,9,high-certainty,context-negative-bias answer-high-certainty,negative-bias,"[1.0, 0.6092000000000001, 0.6056]","[0.9051925281000001, 0.125171108, 0.0548125927]","[0.3148007954, 0.0134546067, 0.777472864]",0.7382666666666666,0.18507925029264863,0.3944,0.36172540960000005,0.38536126931908526,0.8503799354,0.3685760887,0.3142184070558333,0.7640182573000001,0.00010136327177893804,0.00023337032348402786,0.003789022272043585,Google maps says it's open on Monday.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed."
381,9,low-certainty,context-negative-bias answer-low-certainty,negative-bias,"[0.588, 0.8149000000000001, 0.2099]","[0.6605903346, 0.5274346849, 0.4028894072]","[0.3148007954, 0.0134546067, 0.777472864]",0.5376,0.24954808487877977,0.6050000000000001,0.5303048089,0.10522553620529114,0.25770092740000006,0.3685760887,0.3142184070558333,0.7640182573000001,0.05274448258663894,0.11436347865628194,-0.0331157916580207,Most pizza places are open on Mondays.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed."
384,9,non-answer,context-negative-bias answer-non-answer,negative-bias,"[0.0, 0.0, 0.0]","[0.20976219999999998, 0.9040646508, 0.7139674395000001]","[0.3148007954, 0.0134546067, 0.777472864]",0.0,0.0,0.0,0.6092647634333334,0.2929572904917059,0.6943024508,0.3685760887,0.3142184070558333,0.7640182573000001,0.1178017135899351,0.23757296710333564,-0.010882331478357044,Weekend hours are 10am to 10pm.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed."
387,9,reductive-answer,context-negative-bias answer-reductive-answer,negative-bias,"[1.0, 0.9613, 0.9379000000000001]","[0.11700930470000001, 0.09532732370000001, 0.3116242691, 0.1538846092]","[0.3148007954, 0.0134546067, 0.777472864]",0.9664,0.02560742079944793,0.06209999999999993,0.16946137667500002,0.08470537369698429,0.2162969454,0.3685760887,0.3142184070558333,0.7640182573000001,0.11332038794060667,0.22966503250173687,0.20316237150956495,"If it's closed on Sunday, then it's open on Monday.","After a rowdy Sunday night, you wake up with a burning desire for pizza. You wonder whether your favorite pizza place is open, but you remember another similar Monday when you found that it was closed."
390,9,exhaustive-answer,context-positive-bias answer-exhaustive-answer,positive-bias,"[1.0, 1.0, 0.8979]","[0.9393717491, 0.9941114405, 0.9727236035000001]","[0.9252159336, 0.9872780906, 0.9287769399]",0.9659666666666666,0.04813040157276432,0.10209999999999997,0.9687355977,0.022524602790984418,0.05473969140000001,0.9470903213666667,0.02845420634904328,0.06206215700000006,0.006434471215381314,0.014706701838168135,0.06788483551213279,It's open all week.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You have a hazy memory of getting pizza from your favorite place on a Monday under similar circumstances, but you still wonder if the pizza place is open today."
393,9,high-certainty,context-positive-bias answer-high-certainty,positive-bias,"[1.0, 1.0, 0.9859]","[0.9845839876, 0.9504262396000001, 0.9856375379000001]","[0.9252159336, 0.9872780906, 0.9287769399]",0.9953,0.006646803743153547,0.014100000000000001,0.9735492550333333,0.016356097213909473,0.03521129830000003,0.9470903213666667,0.02845420634904328,0.06206215700000006,0.010586300369694775,0.02408116552061379,0.08481572678006788,Google maps says it's open on Monday.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You have a hazy memory of getting pizza from your favorite place on a Monday under similar circumstances, but you still wonder if the pizza place is open today."
396,9,low-certainty,context-positive-bias answer-low-certainty,positive-bias,"[0.7118, 0.2179, 0.16690000000000002]","[0.8607818839, 0.9619006972, 0.9820003418000001]","[0.9252159336, 0.9872780906, 0.9287769399]",0.3655333333333333,0.24573115842770574,0.5448999999999999,0.9348943076333334,0.05304392797159379,0.12121845790000008,0.9470903213666667,0.02845420634904328,0.06206215700000006,0.0013003933522003578,0.0029897880032249136,-0.03379571452337704,Most pizza places are open on Mondays.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You have a hazy memory of getting pizza from your favorite place on a Monday under similar circumstances, but you still wonder if the pizza place is open today."
399,9,non-answer,context-positive-bias answer-non-answer,positive-bias,"[0.0, 0.0, 0.0]","[0.900999835, 0.9344977631, 0.9428349842]","[0.9252159336, 0.9872780906, 0.9287769399]",0.0,0.0,0.0,0.9261108607666667,0.018079454733817217,0.04183514919999998,0.9470903213666667,0.02845420634904328,0.06206215700000006,0.003544561607972136,0.008128438842767594,-0.05658961922996175,Weekend hours are 10am to 10pm.,"After a rowdy Sunday night, you wake up with a burning desire for pizza. You have a hazy memory of getting pizza from your favorite place on a Monday under similar circumstances, but you still wonder if the pizza place is open today."
402,9,reductive-answer,context-positive-bias answer-reductive-answer,positive-bias,"[0.9813000000000001, 0.7431, 0.5892000000000001]","[0.9588459589, 0.9708991372, 1.0, 0.9930794273]","[0.9252159336, 0.9872780906, 0.9287769399]",0.7712,0.16130263482038973,0.3921,0.98070613085,0.01657857121370544,0.04115404109999998,0.9470903213666667,0.02845420634904328,0.06206215700000006,0.02034224092756059,0.0457596887956393,0.11171697815835346,"If it's closed on Sunday, then it's open on Monday.","After a rowdy Sunday night, you wake up with a burning desire for pizza. You have a hazy memory of getting pizza from your favorite place on a Monday under similar circumstances, but you still wonder if the pizza place is open today."
405,10,exhaustive-answer,context-low-bias answer-exhaustive-answer,low-bias,"[1.0, 1.0, 1.0]","[1.0, 0.9762286129000001, 1.0, 0.9950811135000001]","[0.7639243754, 0.5798684833000001, 0.7794364202]",1.0,0.0,0.0,0.9928274316,0.009791467449356255,0.02377138709999993,0.7077430929666667,0.09064249456526471,0.19956793689999996,0.8439504842149066,0.8567648801504254,0.5615988517206963,Adam was very happy to learn that they got the part.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
408,10,high-certainty,context-low-bias answer-high-certainty,low-bias,"[0.6805, 0.9073, 0.4379]","[0.2162912478, 1.0, 0.1684909488]","[0.7639243754, 0.5798684833000001, 0.7794364202]",0.6752333333333334,0.19166793043061625,0.4694,0.4615940655333333,0.3812102917881553,0.8315090512,0.7077430929666667,0.09064249456526471,0.19956793689999996,0.12392307737798841,0.24824396608072463,-0.08603411034150421,Everyone else got rejection letters.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
411,10,low-certainty,context-low-bias answer-low-certainty,low-bias,"[0.0, 0.038700000000000005, 0.0669]","[0.5, 0.9061424384000001, 0.5028499829]","[0.7639243754, 0.5798684833000001, 0.7794364202]",0.0352,0.027423712367219723,0.0669,0.6363308071000001,0.1907891818896937,0.4061424384000001,0.7077430929666667,0.09064249456526471,0.19956793689999996,0.01138670088915908,0.02587811807887974,-0.05134001249639675,Buster got a rejection letter yesterday.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
414,10,non-answer,context-low-bias answer-non-answer,low-bias,"[0.7758, 0.0951, 0.0]","[0.5714277077000001, 0.5076496684, 0.7817596106]","[0.7639243754, 0.5798684833000001, 0.7794364202]",0.2903,0.34548872629942645,0.7758,0.6202789955666667,0.11711504699196648,0.27410994219999996,0.7077430929666667,0.09064249456526471,0.19956793689999996,0.016845766068592186,0.038046157108321266,-0.05976724872126471,The set design budget is huge this year.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. As a loyal friend, you are trying to find some information about how he did."
